"0","50","47345"
"50","0","47345"
"0","18","6569"
"18","0","6569"
"0","2","49447"
"2","0","49447"
"0","12","61356"
"12","0","61356"
"0","44","5182"
"44","0","5182"
"0","52","56908"
"52","0","56908"
"0","48","9086"
"48","0","9086"
"0","25","14405"
"25","0","14405"
"0","21","28158"
"21","0","28158"
"0","29","51093"
"29","0","51093"
"0","9","11302"
"9","0","11302"
"0","61","30609"
"61","0","30609"
"0","59","2937"
"59","0","2937"
"0","8","9559"
"8","0","9559"
"0","51","43878"
"51","0","43878"
"0","11","65142"
"11","0","65142"
"0","49","33263"
"49","0","33263"
"1","21","53897"
"21","1","53897"
"1","51","31574"
"51","1","31574"
"1","18","11370"
"18","1","11370"
"1","54","16352"
"54","1","16352"
"1","15","31900"
"15","1","31900"
"1","32","8714"
"32","1","8714"
"1","14","50223"
"14","1","50223"
"1","36","57704"
"36","1","57704"
"1","20","56353"
"20","1","56353"
"1","5","13657"
"5","1","13657"
"1","37","40054"
"37","1","40054"
"1","34","10959"
"34","1","10959"
"1","47","19356"
"47","1","19356"
"1","43","33884"
"43","1","33884"
"1","58","22995"
"58","1","22995"
"1","24","27903"
"24","1","27903"
"1","44","28359"
"44","1","28359"
"1","28","12003"
"28","1","12003"
"1","0","43717"
"0","1","43717"
"2","15","50881"
"15","2","50881"
"2","7","54082"
"7","2","54082"
"2","59","58452"
"59","2","58452"
"2","52","15224"
"52","2","15224"
"2","18","4839"
"18","2","4839"
"2","24","26593"
"24","2","26593"
"2","21","24065"
"21","2","24065"
"2","11","50826"
"11","2","50826"
"2","51","48232"
"51","2","48232"
"2","25","51912"
"25","2","51912"
"2","57","10177"
"57","2","10177"
"2","58","35805"
"58","2","35805"
"2","54","4687"
"54","2","4687"
"2","38","49569"
"38","2","49569"
"2","9","26547"
"9","2","26547"
"2","10","30484"
"10","2","30484"
"2","35","51303"
"35","2","51303"
"2","43","41987"
"43","2","41987"
"3","24","26344"
"24","3","26344"
"3","52","12807"
"52","3","12807"
"3","20","53207"
"20","3","53207"
"3","8","17627"
"8","3","17627"
"3","14","42974"
"14","3","42974"
"3","11","57726"
"11","3","57726"
"3","58","7186"
"58","3","7186"
"3","26","52230"
"26","3","52230"
"3","42","39965"
"42","3","39965"
"3","1","3933"
"1","3","3933"
"3","61","41132"
"61","3","41132"
"3","59","24451"
"59","3","24451"
"3","37","38237"
"37","3","38237"
"3","56","16323"
"56","3","16323"
"3","28","35771"
"28","3","35771"
"3","29","2636"
"29","3","2636"
"3","60","36488"
"60","3","36488"
"3","41","48744"
"41","3","48744"
"3","23","34916"
"23","3","34916"
"3","57","64385"
"57","3","64385"
"3","54","50653"
"54","3","50653"
"3","30","17000"
"30","3","17000"
"4","0","49980"
"0","4","49980"
"4","33","63610"
"33","4","63610"
"4","37","21311"
"37","4","21311"
"4","47","15502"
"47","4","15502"
"4","27","53184"
"27","4","53184"
"4","18","3407"
"18","4","3407"
"4","36","10348"
"36","4","10348"
"4","13","35117"
"13","4","35117"
"4","31","25050"
"31","4","25050"
"4","30","48822"
"30","4","48822"
"4","41","1740"
"41","4","1740"
"4","32","19100"
"32","4","19100"
"4","61","21184"
"61","4","21184"
"4","11","58028"
"11","4","58028"
"4","22","27997"
"22","4","27997"
"4","34","12956"
"34","4","12956"
"4","23","25971"
"23","4","25971"
"4","49","6029"
"49","4","6029"
"4","54","36625"
"54","4","36625"
"5","6","30720"
"6","5","30720"
"5","52","48298"
"52","5","48298"
"5","57","62632"
"57","5","62632"
"5","60","51679"
"60","5","51679"
"5","19","27601"
"19","5","27601"
"5","38","42915"
"38","5","42915"
"5","59","22245"
"59","5","22245"
"5","56","21698"
"56","5","21698"
"5","11","20447"
"11","5","20447"
"5","15","60567"
"15","5","60567"
"5","27","64940"
"27","5","64940"
"5","9","31667"
"9","5","31667"
"5","40","47827"
"40","5","47827"
"5","49","24608"
"49","5","24608"
"5","41","64967"
"41","5","64967"
"5","26","40997"
"26","5","40997"
"5","42","59891"
"42","5","59891"
"5","23","23988"
"23","5","23988"
"6","30","58673"
"30","6","58673"
"6","10","40768"
"10","6","40768"
"6","35","48836"
"35","6","48836"
"6","56","57919"
"56","6","57919"
"6","16","4096"
"16","6","4096"
"6","36","9848"
"36","6","9848"
"6","0","58342"
"0","6","58342"
"6","37","44247"
"37","6","44247"
"6","59","47244"
"59","6","47244"
"6","9","334"
"9","6","334"
"6","4","34989"
"4","6","34989"
"6","17","41378"
"17","6","41378"
"6","48","33366"
"48","6","33366"
"6","39","24350"
"39","6","24350"
"6","29","40942"
"29","6","40942"
"6","38","30426"
"38","6","30426"
"6","42","53672"
"42","6","53672"
"6","46","58789"
"46","6","58789"
"6","49","59507"
"49","6","59507"
"7","29","41959"
"29","7","41959"
"7","37","4179"
"37","7","4179"
"7","3","28952"
"3","7","28952"
"7","21","3614"
"21","7","3614"
"7","8","49485"
"8","7","49485"
"7","9","58105"
"9","7","58105"
"7","56","39642"
"56","7","39642"
"7","54","17776"
"54","7","17776"
"7","6","23634"
"6","7","23634"
"7","59","7782"
"59","7","7782"
"7","42","48263"
"42","7","48263"
"7","10","57867"
"10","7","57867"
"7","16","8694"
"16","7","8694"
"7","19","63616"
"19","7","63616"
"7","39","29044"
"39","7","29044"
"7","55","43280"
"55","7","43280"
"7","35","26686"
"35","7","26686"
"7","27","43397"
"27","7","43397"
"8","44","18366"
"44","8","18366"
"8","60","61034"
"60","8","61034"
"8","6","15766"
"6","8","15766"
"8","35","1171"
"35","8","1171"
"8","28","38899"
"28","8","38899"
"8","33","48495"
"33","8","48495"
"8","27","24112"
"27","8","24112"
"8","49","9856"
"49","8","9856"
"8","37","9077"
"37","8","9077"
"8","61","47023"
"61","8","47023"
"8","14","34930"
"14","8","34930"
"8","51","33908"
"51","8","33908"
"8","10","20333"
"10","8","20333"
"8","25","13553"
"25","8","13553"
"8","36","4974"
"36","8","4974"
"8","55","54398"
"55","8","54398"
"8","48","10695"
"48","8","10695"
"9","29","44627"
"29","9","44627"
"9","15","65025"
"15","9","65025"
"9","27","50285"
"27","9","50285"
"9","63","60261"
"63","9","60261"
"9","56","41679"
"56","9","41679"
"9","58","25554"
"58","9","25554"
"9","51","57681"
"51","9","57681"
"9","12","34950"
"12","9","34950"
"9","59","3007"
"59","9","3007"
"9","55","4386"
"55","9","4386"
"9","40","59666"
"40","9","59666"
"9","47","61245"
"47","9","61245"
"9","34","38502"
"34","9","38502"
"10","43","8641"
"43","10","8641"
"10","11","24784"
"11","10","24784"
"10","18","50338"
"18","10","50338"
"10","13","23389"
"13","10","23389"
"10","37","19945"
"37","10","19945"
"10","55","28208"
"55","10","28208"
"10","15","44566"
"15","10","44566"
"10","20","9230"
"20","10","9230"
"10","30","17605"
"30","10","17605"
"10","3","31428"
"3","10","31428"
"10","27","49767"
"27","10","49767"
"10","24","44868"
"24","10","44868"
"10","4","50107"
"4","10","50107"
"10","46","20529"
"46","10","20529"
"10","5","15005"
"5","10","15005"
"10","17","47364"
"17","10","47364"
"10","31","19735"
"31","10","19735"
"11","24","28567"
"24","11","28567"
"11","17","29218"
"17","11","29218"
"11","18","61368"
"18","11","61368"
"11","26","60630"
"26","11","60630"
"11","27","14382"
"27","11","14382"
"11","9","9543"
"9","11","9543"
"11","56","2072"
"56","11","2072"
"11","19","318"
"19","11","318"
"11","49","4809"
"49","11","4809"
"11","40","22877"
"40","11","22877"
"11","55","36977"
"55","11","36977"
"11","22","31510"
"22","11","31510"
"11","6","23941"
"6","11","23941"
"11","58","25320"
"58","11","25320"
"11","28","58580"
"28","11","58580"
"11","59","53377"
"59","11","53377"
"11","51","56213"
"51","11","56213"
"11","33","63225"
"33","11","63225"
"12","20","64844"
"20","12","64844"
"12","51","9535"
"51","12","9535"
"12","34","9878"
"34","12","9878"
"12","24","26978"
"24","12","26978"
"12","60","19471"
"60","12","19471"
"12","48","30015"
"48","12","30015"
"12","17","3514"
"17","12","3514"
"12","31","24209"
"31","12","24209"
"12","6","55986"
"6","12","55986"
"12","42","13803"
"42","12","13803"
"12","37","36014"
"37","12","36014"
"12","30","19380"
"30","12","19380"
"12","39","13301"
"39","12","13301"
"12","18","48302"
"18","12","48302"
"12","2","23739"
"2","12","23739"
"12","27","32328"
"27","12","32328"
"12","15","10621"
"15","12","10621"
"13","3","44118"
"3","13","44118"
"13","21","63760"
"21","13","63760"
"13","59","5362"
"59","13","5362"
"13","12","42504"
"12","13","42504"
"13","23","15419"
"23","13","15419"
"13","44","58584"
"44","13","58584"
"13","50","35519"
"50","13","35519"
"13","62","62458"
"62","13","62458"
