"0","12","52404"
"12","0","52404"
"0","24","9787"
"24","0","9787"
"1","39","58606"
"39","1","58606"
"1","37","49086"
"37","1","49086"
"1","35","2199"
"35","1","2199"
"1","40","13062"
"40","1","13062"
"2","38","35709"
"38","2","35709"
"2","39","31589"
"39","2","31589"
"2","19","23786"
"19","2","23786"
"2","26","33348"
"26","2","33348"
"3","12","3078"
"12","3","3078"
"3","60","8813"
"60","3","8813"
"3","32","32817"
"32","3","32817"
"4","45","20736"
"45","4","20736"
"4","41","63818"
"41","4","63818"
"4","40","51933"
"40","4","51933"
"4","3","37159"
"3","4","37159"
"5","13","29188"
"13","5","29188"
"5","48","63662"
"48","5","63662"
"5","62","6834"
"62","5","6834"
"6","20","4977"
"20","6","4977"
"7","12","13994"
"12","7","13994"
"7","1","27122"
"1","7","27122"
"7","24","21435"
"24","7","21435"
"8","58","63414"
"58","8","63414"
"8","25","8979"
"25","8","8979"
"8","54","15027"
"54","8","15027"
"8","1","27300"
"1","8","27300"
"9","47","51115"
"47","9","51115"
"9","22","32142"
"22","9","32142"
"9","16","61647"
"16","9","61647"
"9","5","42970"
"5","9","42970"
"10","36","398"
"36","10","398"
"11","7","56935"
"7","11","56935"
"11","62","1387"
"62","11","1387"
"12","4","46970"
"4","12","46970"
"12","60","2728"
"60","12","2728"
"13","17","3393"
"17","13","3393"
"13","34","53347"
"34","13","53347"
"13","38","41327"
"38","13","41327"
"14","33","33855"
"33","14","33855"
"15","17","42995"
"17","15","42995"
"16","26","59182"
"26","16","59182"
"16","12","63998"
"12","16","63998"
"16","44","33086"
"44","16","33086"
"16","8","13024"
"8","16","13024"
"17","32","58771"
"32","17","58771"
"17","18","34960"
"18","17","34960"
"17","49","22955"
"49","17","22955"
"17","9","6552"
"9","17","6552"
"18","62","1279"
"62","18","1279"
"19","30","5827"
"30","19","5827"
"19","55","39168"
"55","19","39168"
"20","12","26365"
"12","20","26365"
"20","43","36319"
"43","20","36319"
"21","61","27382"
"61","21","27382"
"21","33","25919"
"33","21","25919"
"21","41","16641"
"41","21","16641"
"22","59","35930"
"59","22","35930"
"23","6","52372"
"6","23","52372"
"23","57","5649"
"57","23","5649"
"24","25","52246"
"25","24","52246"
"24","5","18491"
"5","24","18491"
"25","11","42962"
"11","25","42962"
"25","7","27206"
"7","25","27206"
"26","50","41566"
"50","26","41566"
"26","58","21729"
"58","26","21729"
"26","34","1537"
"34","26","1537"
"26","6","13421"
"6","26","13421"
"27","3","61646"
"3","27","61646"
"27","44","54888"
"44","27","54888"
"28","13","30009"
"13","28","30009"
"28","25","25839"
"25","28","25839"
"28","7","36276"
"7","28","36276"
"29","50","10609"
"50","29","10609"
"29","58","49458"
"58","29","49458"
"30","49","50531"
"49","30","50531"
"30","31","27988"
"31","30","27988"
"30","57","5916"
"57","30","5916"
"31","5","23692"
"5","31","23692"
"31","4","7666"
"4","31","7666"
"31","56","29353"
"56","31","29353"
"32","41","4244"
"41","32","4244"
"32","48","1817"
"48","32","1817"
"33","31","10616"
"31","33","10616"
"33","13","24438"
"13","33","24438"
"34","16","45170"
"16","34","45170"
"34","4","27927"
"4","34","27927"
"34","63","64276"
"63","34","64276"
"35","27","6864"
"27","35","6864"
"35","23","8599"
"23","35","8599"
"36","46","28511"
"46","36","28511"
"36","6","49613"
"6","36","49613"
"37","61","38770"
"61","37","38770"
"37","25","2580"
"25","37","2580"
"38","9","2012"
"9","38","2012"
"39","33","48475"
"33","39","48475"
"39","60","22973"
"60","39","22973"
"39","40","36517"
"40","39","36517"
"39","22","18321"
"22","39","18321"
"40","8","64758"
"8","40","64758"
"40","63","2439"
"63","40","2439"
"40","29","49222"
"29","40","49222"
"40","18","47002"
"18","40","47002"
"41","9","19304"
"9","41","19304"
"41","49","17763"
"49","41","17763"
"41","19","55702"
"19","41","55702"
"42","4","10070"
"4","42","10070"
"43","8","54689"
"8","43","54689"
"43","11","30642"
"11","43","30642"
"44","12","57837"
"12","44","57837"
"44","2","54907"
"2","44","54907"
"44","8","13921"
"8","44","13921"
"45","36","50690"
"36","45","50690"
"45","38","40846"
"38","45","40846"
"45","63","6442"
"63","45","6442"
"46","28","57042"
"28","46","57042"
"46","3","38731"
"3","46","38731"
"47","40","22595"
"40","47","22595"
"47","33","33993"
"33","47","33993"
"48","15","30329"
"15","48","30329"
"48","38","51667"
"38","48","51667"
"48","13","38842"
"13","48","38842"
"49","23","29144"
"23","49","29144"
"49","22","1006"
"22","49","1006"
"50","35","30187"
"35","50","30187"
"50","5","27593"
"5","50","27593"
"50","25","15832"
"25","50","15832"
"51","14","65397"
"14","51","65397"
"51","4","14195"
"4","51","14195"
"51","21","8162"
"21","51","8162"
"52","32","11351"
"32","52","11351"
"52","2","16741"
"2","52","16741"
"53","17","58675"
"17","53","58675"
"54","43","16270"
"43","54","16270"
"54","40","14713"
"40","54","14713"
"54","4","1499"
"4","54","1499"
"55","6","44076"
"6","55","44076"
"55","53","20739"
"53","55","20739"
"55","56","51501"
"56","55","51501"
"56","62","27555"
"62","56","27555"
"56","57","22557"
"57","56","22557"
"56","29","53374"
"29","56","53374"
"57","39","7075"
"39","57","7075"
"57","11","64849"
"11","57","64849"
"58","36","57291"
"36","58","57291"
"59","35","54050"
"35","59","54050"
"59","23","32727"
"23","59","32727"
"59","40","59076"
"40","59","59076"
"60","9","47458"
"9","60","47458"
"60","2","24308"
"2","60","24308"
"61","8","34574"
"8","61","34574"
"62","51","60146"
"51","62","60146"
"62","48","12162"
"48","62","12162"
"62","37","16379"
"37","62","16379"
"63","56","9722"
"56","63","9722"
"63","58","24933"
"58","63","24933"
