"0","6","47222"
"6","0","47222"
"0","4","6639"
"4","0","6639"
"0","15","60326"
"15","0","60326"
"1","0","53111"
"0","1","53111"
"2","0","33587"
"0","2","33587"
"2","7","36084"
"7","2","36084"
"2","6","3442"
"6","2","3442"
"2","6","1994"
"6","2","1994"
"3","14","4539"
"14","3","4539"
"3","0","20803"
"0","3","20803"
"3","10","40766"
"10","3","40766"
"3","6","44446"
"6","3","44446"
"4","13","46328"
"13","4","46328"
"4","11","44981"
"11","4","44981"
"4","3","15639"
"3","4","15639"
"4","8","62399"
"8","4","62399"
"5","13","32801"
"13","5","32801"
"5","10","31182"
"10","5","31182"
"5","13","51691"
"13","5","51691"
"5","8","11164"
"8","5","11164"
"6","9","22994"
"9","6","22994"
"6","12","52163"
"12","6","52163"
"6","13","25177"
"13","6","25177"
"7","8","41608"
"8","7","41608"
"7","6","61585"
"6","7","61585"
"7","9","21445"
"9","7","21445"
"8","0","17231"
"0","8","17231"
"9","3","23701"
"3","9","23701"
"9","0","15443"
"0","9","15443"
"9","3","38348"
"3","9","38348"
"10","2","63568"
"2","10","63568"
"10","6","3864"
"6","10","3864"
"11","4","44926"
"4","11","44926"
"11","5","2742"
"5","11","2742"
"12","14","40207"
"14","12","40207"
"12","5","11061"
"5","12","11061"
"13","8","26189"
"8","13","26189"
"13","8","39510"
"8","13","39510"
"13","5","34298"
"5","13","34298"
"14","13","37779"
"13","14","37779"
"14","11","63986"
"11","14","63986"
"15","0","13309"
"0","15","13309"
"15","0","41845"
"0","15","41845"
"15","0","44120"
"0","15","44120"
"15","7","39663"
"7","15","39663"
"15","4","36600"
"4","15","36600"
